URL	Name	Subject	Section Header	Section Index	PageViews
User:Fundamentalbase/draft6	User:Fundamentalbase/draft6	other	first paragraph	0	0
User:Fundamentalbase/draft7	User:Fundamentalbase/draft7	other	guest list	1	0
User:Fundamentalbase/draft1	User:Fundamentalbase/draft1	other	guest list	12	0
User:Quammy/sandbox	User:Quammy/sandbox	other	external links	68	0
Seven_Steps_to_Heaven_(composition)	Seven Steps to Heaven (composition)	works	see also	16	2306
Joshua_(composition)	Joshua (composition)	works	see also	8	1006
Four_(composition)	Four (composition)	works	references	9	4832
Dig_(composition)	Dig (composition)	works	notes	8	1231
The_New_Sounds	The New Sounds	works	references	15	1311
The_Compositions_Of_Al_Cohn	The Compositions Of Al Cohn	works	references	14	4025
Miles_Davis_Quartet_(album)	Miles Davis Quartet (album)	works	references	16	1607
Miles_Davis_All-Star_Sextet_(album)	Miles Davis All-Star Sextet (album)	works	references	13	1724
Miles_Davis_Quintet_(album)	Miles Davis Quintet (album)	works	references	13	4907
Miles_Davis_with_Sonny_Rollins	Miles Davis with Sonny Rollins	works	references	15	4946
Miles_Davis_All_Stars,_Volume_1	Miles Davis All Stars, Volume 1	works	references	15	4257
Miles_Davis_All_Stars,_Volume_2	Miles Davis All Stars, Volume 2	works	references	16	3474
Miles_Davis,_Volume_3	Miles Davis, Volume 3	works	references	14	2432
User:Fundamentalbase/sandbox	User:Fundamentalbase/sandbox	other	guest list	3	0
Live_in_Europe_1969:_The_Bootleg_Series_Vol._2	Live in Europe 1969: The Bootleg Series Vol. 2	works	references	23	3900
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086
Kind_of_Blue	Kind of Blue	works	external links	65	152631
Bitches_Brew	Bitches Brew	works	external links	47	98711
Somethin%27_Else_(Cannonball_Adderley_album)	Somethin' Else (Cannonball Adderley album)	works	external links	30	18326
Miles_Ahead	Miles Ahead	works	references	21	22513
Category:Miles_Davis_albums	Category:Miles Davis albums	works	first paragraph	0	1285
Teo_Macero	Teo Macero	musicians	external links	53	9812
Birth_of_the_Cool	Birth of the Cool	works	references	74	42356
Donna_Lee	Donna Lee	works	further reading	26	10204
Sketches_of_Spain	Sketches of Spain	works	external links	32	35860
%27Round_About_Midnight	'Round About Midnight	works	references	41	19756
Filles_de_Kilimanjaro	Filles de Kilimanjaro	works	external links	41	20180
Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	references	10	10881
Steamin%27_with_the_Miles_Davis_Quintet	Steamin' with the Miles Davis Quintet	works	references	10	3805
Workin%27_with_the_Miles_Davis_Quintet	Workin' with the Miles Davis Quintet	works	references	15	5406
Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	references	11	14943
Milestones_(Miles_Davis_album)	Milestones (Miles Davis album)	works	external links	28	28996
Someday_My_Prince_Will_Come_(Miles_Davis_album)	Someday My Prince Will Come (Miles Davis album)	works	references	26	18822
Seven_Steps_to_Heaven	Seven Steps to Heaven	works	references	27	17899
E.S.P._(Miles_Davis_album)	E.S.P. (Miles Davis album)	works	references	28	18081
Miles_Smiles	Miles Smiles	works	references	34	17843
Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	external links	19	16553
Nefertiti_(Miles_Davis_album)	Nefertiti (Miles Davis album)	works	references	30	20179
Miles_in_the_Sky	Miles in the Sky	works	external links	27	13502
The_Complete_Live_at_the_Plugged_Nickel_1965	The Complete Live at the Plugged Nickel 1965	works	references	35	8250
In_a_Silent_Way	In a Silent Way	works	external links	33	43548
Jack_Johnson_(album)	Jack Johnson (album)	works	external links	44	27986
On_the_Corner	On the Corner	works	external links	27	28014
Get_Up_with_It	Get Up with It	works	external links	32	15523
Big_Fun_(Miles_Davis_album)	Big Fun (Miles Davis album)	works	external links	55	18406
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313
Tutu_(album)	Tutu (album)	works	external links	38	18857
Porgy_and_Bess_(Miles_Davis_album)	Porgy and Bess (Miles Davis album)	works	external links	36	18365
The_Man_with_the_Horn	The Man with the Horn	works	references	16	9531
What_I_Say%3F	What I Say?	other	external links	29	765
Blue_Haze	Blue Haze	works	references	16	11176
Live-Evil_(Miles_Davis_album)	Live-Evil (Miles Davis album)	works	external links	58	24533
The_Complete_Bitches_Brew_Sessions	The Complete Bitches Brew Sessions	works	external links	24	5248
Miles_Davis_Volume_2	Miles Davis Volume 2	works	references	30	8668
Miles_Davis_Volume_1	Miles Davis Volume 1	works	references	24	6187
Miles:_The_New_Miles_Davis_Quintet	Miles: The New Miles Davis Quintet	works	references	23	7655
Walkin%27	Walkin'	works	references	17	15121
Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	references	17	11144
Bags%27_Groove	Bags' Groove	works	references	14	8818
Quintet/Sextet	Quintet/Sextet	works	external links	28	0
You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	references	15	12642
Star_People	Star People	works	references	15	8246
Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	external links	27	10925
Amandla_(album)	Amandla (album)	works	external links	11	11868
Decoy_(album)	Decoy (album)	works	references	16	9434
Dingo_(soundtrack)	Dingo (soundtrack)	works	references	9	6826
Doo-Bop	Doo-Bop	works	external links	12	20049
Milestones_(instrumental_composition)	Milestones (instrumental composition)	works	first paragraph	0	1882
The_Complete_In_a_Silent_Way_Sessions	The Complete In a Silent Way Sessions	works	references	20	5281
List_of_jazz_fusion_musicians	List of jazz fusion musicians	musicians	first paragraph	0	22325
So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	external links	29	16610
All_Blues	All Blues	works	references	10	13074
Agharta_(album)	Agharta (album)	works	external links	74	18511
Miles_in_Berlin	Miles in Berlin	works	references	20	3717
Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273
Pangaea_(album)	Pangaea (album)	works	external links	26	11067
We_Want_Miles	We Want Miles	works	references	41	10438
The_Cellar_Door_Sessions	The Cellar Door Sessions	works	notes	33	6277
Live_at_the_Fillmore_East,_March_7,_1970:_It%27s_About_that_Time	Live at the Fillmore East, March 7, 1970: It's About that Time	works	references	24	2816
Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	external links	35	11162
The_Complete_Jack_Johnson_Sessions	The Complete Jack Johnson Sessions	works	external links	31	5570
Miles_%26_Monk_at_Newport	Miles & Monk at Newport	works	personnel	26	9399
Freddie_Freeloader	Freddie Freeloader	works	external links	14	10825
Solar_(composition)	Solar (composition)	works	references	10	3873
Blue_Moods	Blue Moods	works	references	15	8967
The_Musings_of_Miles	The Musings of Miles	works	external links	17	4106
Flamenco_Sketches	Flamenco Sketches	works	references	9	8227
Blue_in_Green	Blue in Green	works	references	12	16398
Private_Passions	Private Passions	genres	guest list	5	3933
Miles_%26_Quincy_Live_at_Montreux	Miles & Quincy Live at Montreux	works	external links	24	6696
Black_Beauty:_Live_at_the_Fillmore_West	Black Beauty: Live at the Fillmore West	works	external links	27	9702
The_Complete_Columbia_Recordings_of_Miles_Davis_with_John_Coltrane	The Complete Columbia Recordings of Miles Davis with John Coltrane	works	references	29	6469
Circle_in_the_Round	Circle in the Round	works	references	23	8208
Miles_Davis_Quintet_at_Peacock_Alley	Miles Davis Quintet at Peacock Alley	works	personnel	10	2167
Miles_Davis_Quintet	Miles Davis Quintet	musicians	references	21	36345
Amsterdam_Concert	Amsterdam Concert	works	personnel	10	1724
The_Columbia_Years_1955%E2%80%931985	The Columbia Years 1955–1985	works	references	20	1542
In_Concert_(Miles_Davis_album)	In Concert (Miles Davis album)	works	external links	35	8533
The_Complete_On_the_Corner_Sessions	The Complete On the Corner Sessions	works	external links	78	4433
Miles_Davis_%26_Gil_Evans:_The_Complete_Columbia_Studio_Recordings	Miles Davis & Gil Evans: The Complete Columbia Studio Recordings	works	references	21	4008
The_Complete_Miles_Davis_at_Montreux	The Complete Miles Davis at Montreux	works	external links	48	3910
Water_Babies_(album)	Water Babies (album)	works	references	24	12374
Dark_Magus	Dark Magus	works	external links	49	12388
My_Funny_Valentine_(album)	My Funny Valentine (album)	works	references	23	7825
Cool_Bird	Cool Bird	works	personnel	7	1641
Conception_(album)	Conception (album)	works	references	41	3942
Blue_Period_(album)	Blue Period (album)	works	references	15	6332
Dig_(Miles_Davis_album)	Dig (Miles Davis album)	works	references	21	10244
Jazz_Track	Jazz Track	works	references	19	9236
Music_from_Siesta	Music from Siesta	works	references	10	6618
Miles_Davis_and_Horns	Miles Davis and Horns	works	references	15	6266
User:Panicpack121	User:Panicpack121	other	first paragraph	0	204
1958_Miles	1958 Miles	works	external links	52	9814
Template:Miles_Davis	Template:Miles Davis	other	first paragraph	0	653
In_Person_Friday_and_Saturday_Nights_at_the_Blackhawk,_Complete	In Person Friday and Saturday Nights at the Blackhawk, Complete	works	external links	52	6831
Miles_in_Paris	Miles in Paris	works	external links	9	1198
Collectors%27_Items	Collectors' Items	works	references	23	7860
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198
Jazz_at_the_Plaza_Vol._I	Jazz at the Plaza Vol. I	works	external links	19	1171
Miles!_Miles!_Miles!	Miles! Miles! Miles!	works	references	12	2275
At_Newport_1958	At Newport 1958	works	references	11	8600
Four_%26_More	Four & More	works	references	23	6736
Live_Around_the_World_(Miles_Davis_album)	Live Around the World (Miles Davis album)	works	external links	21	4246
Seven_Steps:_The_Complete_Columbia_Recordings_of_Miles_Davis_1963%E2%80%931964	Seven Steps: The Complete Columbia Recordings of Miles Davis 1963–1964	works	references	30	2768
The_Complete_Studio_Recordings_of_The_Miles_Davis_Quintet_1965%E2%80%931968	The Complete Studio Recordings of The Miles Davis Quintet 1965–1968	works	references	30	5864
Miles_Davis:_The_Complete_Columbia_Album_Collection	Miles Davis: The Complete Columbia Album Collection	works	external links	37	4964
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0
Miles_in_Tokyo	Miles in Tokyo	works	references	23	4091
Book:Miles_Davis	Book:Miles Davis	other	miles davis	12	792
Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62
Super_Hits_(Miles_Davis_album)	Super Hits (Miles Davis album)	works	external links	31	1645
Young_Man_with_a_Horn_(Miles_Davis_album)	Young Man with a Horn (Miles Davis album)	works	references	14	7132
Live_at_Newport_1958_%26_1963	Live at Newport 1958 & 1963	works	external links	12	1110
Chasin%27_the_Bird_(Miles_Davis_album)	Chasin' the Bird (Miles Davis album)	works	see also	14	1037
Portal:Miles_Davis	Portal:Miles Davis	other	first paragraph	0	3373
Panthalassa:_The_Music_of_Miles_Davis_1969%E2%80%931974	Panthalassa: The Music of Miles Davis 1969–1974	works	external links	24	3000
Panthalassa:_The_Remixes	Panthalassa: The Remixes	works	external links	13	1978
The_Essential_Miles_Davis	The Essential Miles Davis	works	external links	20	4224
The_Legendary_Prestige_Quintet_Sessions	The Legendary Prestige Quintet Sessions	works	references	28	4253
Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	references	28	11160
Bitches_Brew_Live	Bitches Brew Live	works	external links	24	8668
1969_Miles_%E2%80%93_Festiva_De_Juan_Pins	1969 Miles – Festiva De Juan Pins	works	references	10	1592
Miles_Davis%27_Greatest_Hits	Miles Davis' Greatest Hits	works	external links	16	4954
Directions_(Miles_Davis_album)	Directions (Miles Davis album)	works	external links	43	8067
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0
First_Miles	First Miles	works	references	22	2527
Live_at_the_1963_Monterey_Jazz_Festival	Live at the 1963 Monterey Jazz Festival	works	external links	20	6800
Birdland_1951	Birdland 1951	works	external links	17	3155
Miles_%26_Coltrane	Miles & Coltrane	works	external links	14	4429
Basic_Miles:_The_Classic_Performances_of_Miles_Davis	Basic Miles: The Classic Performances of Miles Davis	works	external links	18	1096
Cool_%26_Collected	Cool & Collected	works	external links	18	1186
The_Miles_Davis_Collection,_Vol._1:_12_Sides_of_Miles	The Miles Davis Collection, Vol. 1: 12 Sides of Miles	works	external links	13	629
Forever_Miles_Davis	Forever Miles Davis	works	external links	20	675
Beautiful_Ballads_%26_Love_Songs_(Miles_Davis_album)	Beautiful Ballads & Love Songs (Miles Davis album)	works	external links	20	802
Ballads_and_Blues_(Miles_Davis_album)	Ballads and Blues (Miles Davis album)	works	external links	19	2858
Highlights_from_the_Plugged_Nickel	Highlights from the Plugged Nickel	works	external links	18	1336
Love_Songs_(Miles_Davis_album)	Love Songs (Miles Davis album)	works	external links	20	1398
Miles_from_India	Miles from India	works	references	13	1838
Miles_Davis_at_Carnegie_Hall	Miles Davis at Carnegie Hall	works	external links	32	5605
Live_in_Europe_1967:_The_Bootleg_Series_Vol._1	Live in Europe 1967: The Bootleg Series Vol. 1	works	references	18	5541
That%27s_What_Happened:_Live_in_Germany_1987	That's What Happened: Live in Germany 1987	works	external links	14	1263
Miles!_The_Definitive_Miles_Davis_at_Montreux_DVD_Collection	Miles! The Definitive Miles Davis at Montreux DVD Collection	works	external links	35	1159
User:Fundamentalbase/draft6	User:Fundamentalbase/draft6	other	first paragraph	0	0
User:Fundamentalbase/draft7	User:Fundamentalbase/draft7	other	guest list	1	0
User:Fundamentalbase/draft1	User:Fundamentalbase/draft1	other	guest list	12	0
User:Quammy/sandbox	User:Quammy/sandbox	other	external links	68	0
Seven_Steps_to_Heaven_(composition)	Seven Steps to Heaven (composition)	works	see also	16	2306
Joshua_(composition)	Joshua (composition)	works	see also	8	1006
Four_(composition)	Four (composition)	works	references	9	4832
Dig_(composition)	Dig (composition)	works	notes	8	1231
The_New_Sounds	The New Sounds	works	references	15	1311
The_Compositions_Of_Al_Cohn	The Compositions Of Al Cohn	works	references	14	4025
Miles_Davis_Quartet_(album)	Miles Davis Quartet (album)	works	references	16	1607
Miles_Davis_All-Star_Sextet_(album)	Miles Davis All-Star Sextet (album)	works	references	13	1724
Miles_Davis_Quintet_(album)	Miles Davis Quintet (album)	works	references	13	4907
Miles_Davis_with_Sonny_Rollins	Miles Davis with Sonny Rollins	works	references	15	4946
Miles_Davis_All_Stars,_Volume_1	Miles Davis All Stars, Volume 1	works	references	15	4257
Miles_Davis_All_Stars,_Volume_2	Miles Davis All Stars, Volume 2	works	references	16	3474
Miles_Davis,_Volume_3	Miles Davis, Volume 3	works	references	14	2432
User:Fundamentalbase/sandbox	User:Fundamentalbase/sandbox	other	guest list	3	0
Live_in_Europe_1969:_The_Bootleg_Series_Vol._2	Live in Europe 1969: The Bootleg Series Vol. 2	works	references	23	3900
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086
Kind_of_Blue	Kind of Blue	works	external links	65	152631
Bitches_Brew	Bitches Brew	works	external links	47	98711
Somethin%27_Else_(Cannonball_Adderley_album)	Somethin' Else (Cannonball Adderley album)	works	external links	30	18326
Miles_Ahead	Miles Ahead	works	references	21	22513
Category:Miles_Davis_albums	Category:Miles Davis albums	works	first paragraph	0	1285
Teo_Macero	Teo Macero	musicians	external links	53	9812
Birth_of_the_Cool	Birth of the Cool	works	external links	81	42356
Donna_Lee	Donna Lee	works	further reading	26	10204
Sketches_of_Spain	Sketches of Spain	works	external links	32	35860
%27Round_About_Midnight	'Round About Midnight	works	references	41	19756
Filles_de_Kilimanjaro	Filles de Kilimanjaro	works	external links	41	20180
Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	references	10	10881
Steamin%27_with_the_Miles_Davis_Quintet	Steamin' with the Miles Davis Quintet	works	references	10	3805
Workin%27_with_the_Miles_Davis_Quintet	Workin' with the Miles Davis Quintet	works	references	15	5406
Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	references	11	14943
Milestones_(Miles_Davis_album)	Milestones (Miles Davis album)	works	external links	28	28996
Someday_My_Prince_Will_Come_(Miles_Davis_album)	Someday My Prince Will Come (Miles Davis album)	works	references	26	18822
Seven_Steps_to_Heaven	Seven Steps to Heaven	works	references	27	17899
E.S.P._(Miles_Davis_album)	E.S.P. (Miles Davis album)	works	references	28	18081
Miles_Smiles	Miles Smiles	works	references	34	17843
Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	external links	19	16553
Nefertiti_(Miles_Davis_album)	Nefertiti (Miles Davis album)	works	references	30	20179
Miles_in_the_Sky	Miles in the Sky	works	external links	27	13502
The_Complete_Live_at_the_Plugged_Nickel_1965	The Complete Live at the Plugged Nickel 1965	works	references	35	8250
In_a_Silent_Way	In a Silent Way	works	external links	33	43548
Jack_Johnson_(album)	Jack Johnson (album)	works	external links	44	27986
On_the_Corner	On the Corner	works	external links	27	28014
Get_Up_with_It	Get Up with It	works	external links	32	15523
Big_Fun_(Miles_Davis_album)	Big Fun (Miles Davis album)	works	external links	55	18406
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313
Tutu_(album)	Tutu (album)	works	external links	38	18857
Porgy_and_Bess_(Miles_Davis_album)	Porgy and Bess (Miles Davis album)	works	external links	36	18365
The_Man_with_the_Horn	The Man with the Horn	works	references	16	9531
What_I_Say%3F	What I Say?	other	external links	29	765
Blue_Haze	Blue Haze	works	references	16	11176
Live-Evil_(Miles_Davis_album)	Live-Evil (Miles Davis album)	works	external links	58	24533
The_Complete_Bitches_Brew_Sessions	The Complete Bitches Brew Sessions	works	external links	24	5248
Miles_Davis_Volume_2	Miles Davis Volume 2	works	references	30	8668
Miles_Davis_Volume_1	Miles Davis Volume 1	works	references	24	6187
Miles:_The_New_Miles_Davis_Quintet	Miles: The New Miles Davis Quintet	works	references	23	7655
Walkin%27	Walkin'	works	references	17	15121
Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	references	17	11144
Bags%27_Groove	Bags' Groove	works	references	14	8818
Quintet/Sextet	Quintet/Sextet	works	external links	28	0
You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	references	15	12642
Star_People	Star People	works	references	15	8246
Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	external links	27	10925
Amandla_(album)	Amandla (album)	works	external links	11	11868
Decoy_(album)	Decoy (album)	works	references	16	9434
Dingo_(soundtrack)	Dingo (soundtrack)	works	references	9	6826
Doo-Bop	Doo-Bop	works	external links	12	20049
Milestones_(instrumental_composition)	Milestones (instrumental composition)	works	first paragraph	0	1882
The_Complete_In_a_Silent_Way_Sessions	The Complete In a Silent Way Sessions	works	references	20	5281
List_of_jazz_fusion_musicians	List of jazz fusion musicians	musicians	first paragraph	0	22325
So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	external links	29	16610
All_Blues	All Blues	works	references	10	13074
Agharta_(album)	Agharta (album)	works	external links	74	18511
Miles_in_Berlin	Miles in Berlin	works	references	20	3717
Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273
Pangaea_(album)	Pangaea (album)	works	external links	26	11067
We_Want_Miles	We Want Miles	works	references	41	10438
The_Cellar_Door_Sessions	The Cellar Door Sessions	works	notes	33	6277
Live_at_the_Fillmore_East,_March_7,_1970:_It%27s_About_that_Time	Live at the Fillmore East, March 7, 1970: It's About that Time	works	references	24	2816
Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	external links	35	11162
The_Complete_Jack_Johnson_Sessions	The Complete Jack Johnson Sessions	works	external links	31	5570
Miles_%26_Monk_at_Newport	Miles & Monk at Newport	works	personnel	26	9399
Freddie_Freeloader	Freddie Freeloader	works	external links	14	10825
Solar_(composition)	Solar (composition)	works	references	10	3873
Blue_Moods	Blue Moods	works	references	15	8967
The_Musings_of_Miles	The Musings of Miles	works	external links	17	4106
Flamenco_Sketches	Flamenco Sketches	works	references	9	8227
Blue_in_Green	Blue in Green	works	references	12	16398
Private_Passions	Private Passions	genres	guest list	5	3933
Miles_%26_Quincy_Live_at_Montreux	Miles & Quincy Live at Montreux	works	external links	24	6696
Black_Beauty:_Live_at_the_Fillmore_West	Black Beauty: Live at the Fillmore West	works	external links	27	9702
The_Complete_Columbia_Recordings_of_Miles_Davis_with_John_Coltrane	The Complete Columbia Recordings of Miles Davis with John Coltrane	works	references	29	6469
Circle_in_the_Round	Circle in the Round	works	references	23	8208
Miles_Davis_Quintet_at_Peacock_Alley	Miles Davis Quintet at Peacock Alley	works	personnel	10	2167
Miles_Davis_Quintet	Miles Davis Quintet	musicians	references	21	36345
Amsterdam_Concert	Amsterdam Concert	works	personnel	10	1724
The_Columbia_Years_1955%E2%80%931985	The Columbia Years 1955–1985	works	references	20	1542
In_Concert_(Miles_Davis_album)	In Concert (Miles Davis album)	works	external links	35	8533
The_Complete_On_the_Corner_Sessions	The Complete On the Corner Sessions	works	external links	78	4433
Miles_Davis_%26_Gil_Evans:_The_Complete_Columbia_Studio_Recordings	Miles Davis & Gil Evans: The Complete Columbia Studio Recordings	works	references	21	4008
The_Complete_Miles_Davis_at_Montreux	The Complete Miles Davis at Montreux	works	external links	48	3910
Water_Babies_(album)	Water Babies (album)	works	references	24	12374
Dark_Magus	Dark Magus	works	external links	49	12388
My_Funny_Valentine_(album)	My Funny Valentine (album)	works	references	23	7825
Cool_Bird	Cool Bird	works	personnel	7	1641
Conception_(album)	Conception (album)	works	references	41	3942
Blue_Period_(album)	Blue Period (album)	works	references	15	6332
Dig_(Miles_Davis_album)	Dig (Miles Davis album)	works	references	21	10244
Jazz_Track	Jazz Track	works	references	19	9236
Music_from_Siesta	Music from Siesta	works	references	10	6618
Miles_Davis_and_Horns	Miles Davis and Horns	works	references	15	6266
User:Panicpack121	User:Panicpack121	other	first paragraph	0	204
1958_Miles	1958 Miles	works	external links	52	9814
Template:Miles_Davis	Template:Miles Davis	other	first paragraph	0	653
In_Person_Friday_and_Saturday_Nights_at_the_Blackhawk,_Complete	In Person Friday and Saturday Nights at the Blackhawk, Complete	works	external links	52	6831
Miles_in_Paris	Miles in Paris	works	external links	9	1198
Collectors%27_Items	Collectors' Items	works	references	23	7860
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198
Jazz_at_the_Plaza_Vol._I	Jazz at the Plaza Vol. I	works	external links	19	1171
Miles!_Miles!_Miles!	Miles! Miles! Miles!	works	references	12	2275
At_Newport_1958	At Newport 1958	works	references	11	8600
Four_%26_More	Four & More	works	references	23	6736
Live_Around_the_World_(Miles_Davis_album)	Live Around the World (Miles Davis album)	works	external links	21	4246
Seven_Steps:_The_Complete_Columbia_Recordings_of_Miles_Davis_1963%E2%80%931964	Seven Steps: The Complete Columbia Recordings of Miles Davis 1963–1964	works	references	30	2768
The_Complete_Studio_Recordings_of_The_Miles_Davis_Quintet_1965%E2%80%931968	The Complete Studio Recordings of The Miles Davis Quintet 1965–1968	works	references	30	5864
Miles_Davis:_The_Complete_Columbia_Album_Collection	Miles Davis: The Complete Columbia Album Collection	works	external links	37	4964
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0
Miles_in_Tokyo	Miles in Tokyo	works	references	23	4091
Book:Miles_Davis	Book:Miles Davis	other	miles davis	14	792
Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62
Super_Hits_(Miles_Davis_album)	Super Hits (Miles Davis album)	works	external links	31	1645
Young_Man_with_a_Horn_(Miles_Davis_album)	Young Man with a Horn (Miles Davis album)	works	references	14	7132
Live_at_Newport_1958_%26_1963	Live at Newport 1958 & 1963	works	external links	12	1110
Chasin%27_the_Bird_(Miles_Davis_album)	Chasin' the Bird (Miles Davis album)	works	see also	14	1037
Portal:Miles_Davis	Portal:Miles Davis	other	first paragraph	0	3373
Panthalassa:_The_Music_of_Miles_Davis_1969%E2%80%931974	Panthalassa: The Music of Miles Davis 1969–1974	works	external links	24	3000
Panthalassa:_The_Remixes	Panthalassa: The Remixes	works	external links	13	1978
The_Essential_Miles_Davis	The Essential Miles Davis	works	external links	20	4224
The_Legendary_Prestige_Quintet_Sessions	The Legendary Prestige Quintet Sessions	works	references	28	4253
Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	references	28	11160
Bitches_Brew_Live	Bitches Brew Live	works	external links	24	8668
1969_Miles_%E2%80%93_Festiva_De_Juan_Pins	1969 Miles – Festiva De Juan Pins	works	references	10	1592
Miles_Davis%27_Greatest_Hits	Miles Davis' Greatest Hits	works	external links	16	4954
Directions_(Miles_Davis_album)	Directions (Miles Davis album)	works	external links	43	8067
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0
First_Miles	First Miles	works	references	22	2527
Live_at_the_1963_Monterey_Jazz_Festival	Live at the 1963 Monterey Jazz Festival	works	external links	20	6800
Birdland_1951	Birdland 1951	works	external links	17	3155
Miles_%26_Coltrane	Miles & Coltrane	works	external links	14	4429
Basic_Miles:_The_Classic_Performances_of_Miles_Davis	Basic Miles: The Classic Performances of Miles Davis	works	external links	18	1096
Cool_%26_Collected	Cool & Collected	works	external links	18	1186
The_Miles_Davis_Collection,_Vol._1:_12_Sides_of_Miles	The Miles Davis Collection, Vol. 1: 12 Sides of Miles	works	external links	13	629
Forever_Miles_Davis	Forever Miles Davis	works	external links	20	675
Beautiful_Ballads_%26_Love_Songs_(Miles_Davis_album)	Beautiful Ballads & Love Songs (Miles Davis album)	works	external links	20	802
Ballads_and_Blues_(Miles_Davis_album)	Ballads and Blues (Miles Davis album)	works	external links	19	2858
Highlights_from_the_Plugged_Nickel	Highlights from the Plugged Nickel	works	external links	18	1336
Love_Songs_(Miles_Davis_album)	Love Songs (Miles Davis album)	works	external links	20	1398
Miles_from_India	Miles from India	works	references	13	1838
Miles_Davis_at_Carnegie_Hall	Miles Davis at Carnegie Hall	works	external links	32	5605
Live_in_Europe_1967:_The_Bootleg_Series_Vol._1	Live in Europe 1967: The Bootleg Series Vol. 1	works	references	18	5541
That%27s_What_Happened:_Live_in_Germany_1987	That's What Happened: Live in Germany 1987	works	external links	14	1263
Miles!_The_Definitive_Miles_Davis_at_Montreux_DVD_Collection	Miles! The Definitive Miles Davis at Montreux DVD Collection	works	external links	35	1159
User:Fundamentalbase/draft6	User:Fundamentalbase/draft6	other	first paragraph	0	0
User:Fundamentalbase/draft7	User:Fundamentalbase/draft7	other	guest list	1	0
User:Fundamentalbase/draft1	User:Fundamentalbase/draft1	other	guest list	12	0
User:Quammy/sandbox	User:Quammy/sandbox	other	external links	68	0
Seven_Steps_to_Heaven_(composition)	Seven Steps to Heaven (composition)	works	see also	16	2306
Joshua_(composition)	Joshua (composition)	works	see also	8	1006
Four_(composition)	Four (composition)	works	references	9	4832
Dig_(composition)	Dig (composition)	works	notes	8	1231
The_New_Sounds	The New Sounds	works	references	15	1311
The_Compositions_Of_Al_Cohn	The Compositions Of Al Cohn	works	references	14	4025
Miles_Davis_Quartet_(album)	Miles Davis Quartet (album)	works	references	16	1607
Miles_Davis_All-Star_Sextet_(album)	Miles Davis All-Star Sextet (album)	works	references	13	1724
Miles_Davis_Quintet_(album)	Miles Davis Quintet (album)	works	references	13	4907
